dataset;method;score
bpic2015_4_f2;prefix_laststate_xgboost;0.7148514851485149
bpic2015_4_f2;single_agg_catboost;0.6884488448844884
bpic2015_4_f2;single_agg_logit;0.6323432343234323
bpic2015_4_f2;single_agg_rf;0.7475247524752475
bpic2015_4_f2;single_agg_svm;0.5
bpic2015_4_f2;single_agg_xgboost;0.7148514851485148
bpic2015_4_f2;single_laststate_catboost;0.6930693069306929
bpic2015_4_f2;single_laststate_logit;0.7148514851485148
bpic2015_4_f2;single_laststate_rf;0.711881188118812
bpic2015_4_f2;single_laststate_svm;0.5287128712871287
bpic2015_4_f2;single_laststate_xgboost;0.6151815181518152
bpic2015_4_f2;state_agg_catboost;0.7597359735973597
bpic2015_4_f2;state_agg_logit;0.6574257425742573
bpic2015_4_f2;state_agg_rf;0.6739273927392739
bpic2015_4_f2;state_agg_svm;0.5333333333333333
bpic2015_4_f2;state_agg_xgboost;0.6732673267326732
bpic2015_4_f2;state_laststate_catboost;0.7353135313531354
bpic2015_4_f2;state_laststate_logit;0.7287128712871287
